14.73222; 51.54089; Biedronka; PL-Leknica; XX-Lecia 14 (pon-sob 7-21 ndz 9-18;48 683 624 186
18.86983; 50.27379; Biedronka; PL-Ruda Slaska; Odrodzenia 7 (pon-sob 8-21 ndz 10-18);
19.94886; 50.08875; Biedronka; PL-Kraków; Grazyny 4;
17.28155; 52.22180; Biedronka; PL-Sroda Wielkopolska; Niedzialkowskiego Mieczyslawa (pon-sob 7-21 ndz 8-20);
19.95353; 52.10730; Biedronka; PL-Lowicz; ul. Warszawska;
14.77141; 53.96628; Biedronka; PL-Kamien Pomorski; ul. Mieszka I;
19.68827; 52.56036; Biedronka; PL-Plock; Gwardii Ludowej;
16.90471; 52.36718; Biedronka; PL-Poznan-Wilda; ul. Zurawinowa;
15.58424; 51.11039; Biedronka; PL-Lwówek Slaski; Orzeszkowej 17 (pon-sob 7-21 ndz 9-17;48 757 824 960
21.25497; 52.10005; Biedronka; PL-Otwock; ul. Batorego 32;
18.22590; 53.07528; Biedronka; PL-Solec Kujawski; Powstanców 7;
18.83823; 52.54372; Biedronka; PL-Lubraniec; ul. Lipowa 1a;
21.67142; 50.57420; Biedronka; PL-Tarnobrzeg; Plac Glowackiego 46;48 158 230 580
16.81001; 51.76973; Biedronka; PL-Poniec; ul.Gostynska Szosa;
21.84450; 50.66469; Biedronka; PL-Gorzyce; Sandomierska (pon-sob: 7-21);
20.71971; 50.47768; Biedronka; PL-Busko Zdrój; Nadole 2 (pon-sob 8-21 ndz 10-18);
19.11761; 50.82651; Biedronka; PL-Czestochowa; ul. Dekabrystow 41;
19.19289; 50.14175; Biedronka; PL-Imielin; ul. Imielinska;
21.79014; 54.04167; Biedronka; PL-Polska;;
19.95078; 50.01634; Biedronka; PL-Kraków-Wola Duchacka; Beskidzka 30 (pon-sob 7-21 ndz 9-18;48 126 555 175
18.53255; 53.96577; Biedronka; PL-Starogard Gdanski; Paderewskiego 6 (pon-sob 7-21 ndz 9-18;48 587 750 296
18.61465; 54.32810; Biedronka; PL-Gdansk-Orunia Górna; Fieldorfa 2 (pon-sob 8-21 ndz 9-20);
22.18011; 49.56480; Biedronka; PL-Sanok; Krakowska 2 (pon-sob 7-21 ndz 9-18);
18.24707; 54.60881; Biedronka; PL-Wejherowo; ul. Obroncow Helu 3;
18.50113; 54.47007; Biedronka; PL-Gdynia; ul. Korzenna 19;
14.66082; 53.38263; Biedronka; PL-Szczecin; ul. Struga 18;
20.62318; 50.87497; Biedronka; PL-Kielce; Czarnowska 14 Galeria Czarnowska;
19.19139; 52.05329; Biedronka; PL-Leczyca; ul. Belwederska 77;
19.33830; 50.57874; Biedronka; PL-Myszkow; ul. Marii Sklodowskiej Curie;
19.68630; 52.55313; Biedronka; PL-Plock; ul. Tysiaclecia 11;
22.98833; 53.83723; Biedronka; PL-Augustów; Sucharskiego 2 (pon-sob 8-21 ndz 10-18);
19.14992; 52.53311; Biedronka; PL-Polska;;
18.78791; 52.87670; Biedronka; PL-Ciechocinek; ul. Zdrojowa 25;
17.99117; 53.12137; Biedronka; PL-Bydgoszcz; Grudziadzka 27-29 (pon-pt 7-20 sob 9-20);
21.80445; 53.63223; Biedronka; PL-Pisz; Olsztynska 2 (pon-sob 8-21 ndz 10-18);
16.17223; 51.40382; Biedronka; PL-Polska;;
15.50885; 51.92630; Biedronka; PL-Zielona Góra; Kozuchowska 8;
19.66837; 54.05719; Biedronka; PL-Paslek; Ogrodowa 44 (pon-sob 7-21 ndz 9-18;48 552 482 298
18.21400; 50.67633; Biedronka; PL-Ozimek; ul. Wyzwolenia;
16.17911; 54.20646; Biedronka; PL-Polska;;
18.02432; 53.13896; Biedronka; PL-Bydgoszcz; ul. Dwernickiego 9;
18.47970; 54.43093; Biedronka; PL-Polska;;
18.68819; 50.30254; Biedronka; PL-Gliwice; Lipowa 7 (pon-sob 8-21 ndz 10-18);
15.11852; 52.44069; Biedronka; PL-Sulecin; E. Plater 6 (pn-sb 7:00-21:00 ndz 10:00-18:00);
19.04407; 49.72159; Biedronka; PL-Szczyrk; Beskidzka;
15.50135; 51.93946; Biedronka; PL-Zielona Góra; Aleja Wojska Polskiego 6;
17.71598; 53.88272; Biedronka; PL-Brusy; Wojska Polskiego 56;
14.53150; 53.42899; Biedronka; PL-Szczecin; ul. Bohaterow Warszawy 34/35;
17.91258; 50.67011; Biedronka; PL-Opole; Wroclawska 3;
17.36121; 53.67396; Biedronka; PL-Czluchów; Jerzego z Dabrowy 2a (pn-sb 8:00-21:00 ndz 10:00-18:00);
20.89836; 53.26382; Biedronka; PL-Polska;;
18.14444; 53.15185; Biedronka; PL-Bydgoszcz; ul. Kleeberga 2;
19.54527; 51.59979; Biedronka; PL-Polska;;
16.64478; 50.72567; Biedronka; PL-Dzierzoniów; Kopernika 14 (pon-sob 7-21 ndz 9-18);
18.92390; 50.28711; Biedronka; PL-Swietochlowice; Katowicka 31a (pon-sob 8-21 ndz 10-18);
21.07712; 50.31602; Biedronka; PL-Szczucin; Topolowa 2 (pon-sob 7-21 ndz 9-18);
21.95476; 51.41597; Biedronka; PL-Pulawy; Pilsudskiego 15 (pon-sob 7-21 ndz 9-20;48 818 873 159
18.41246; 50.87675; Biedronka; PL-Olesno; Droga miedzynarodowa nr 11;
22.35084; 53.82083; Biedronka; PL-Elk; ul. Zeromskiego;
18.62514; 50.34215; Biedronka; PL-Gliwice; Wolnosci 1A (pon-sob 7-21 ndz 9-20;48 696 000 227
23.17426; 53.14032; Biedronka; PL-Bialystok; ul. Ryska 1;
17.05687; 51.11091; Biedronka; PL-Polska;;
21.76600; 49.68946; Biedronka; PL-Polska;;
18.24417; 52.23724; Biedronka; PL-Konin; ul. Zakladowa;
19.53945; 50.05961; Biedronka; PL-Alwernia; Mickiewicza 15a (pon-sob 8-21 ndz 10-18);
19.82656; 51.74337; Biedronka; PL-Koluszki; Piekna 1;
18.64472; 50.29944; Biedronka; PL-Gliwice; Czwartaków 13 (pon-sob 8-21 ndz 10-18);
17.74218; 54.54038; Biedronka; PL-Lebork; ul. Armii Krajowej 34;
17.50308; 51.97041; Biedronka; PL-Jarocin; ul. Srodmiejska;
19.82110; 53.25780; Biedronka; PL-Lidzbark; ul. Zielunska;
17.83328; 50.19530; Biedronka; PL-Polska;;
20.99394; 50.01106; Biedronka; PL-Polska;;
18.61768; 50.31226; Biedronka; PL-Gliwice; ul. Gomulki 1;
23.44070; 51.14468; Biedronka; PL-Polska;;
20.24234; 52.23286; Biedronka; PL-Sochaczew; Pokoju 3 A;
21.95221; 51.42249; Biedronka; PL-Polska;;
14.61120; 53.84568; Biedronka; PL-Wolin; Sienkiewicza 32;
21.09115; 52.72629; Biedronka; PL-Polska;;
15.25357; 52.73772; Biedronka; PL-Gorzow Wielkopolski; ul. Okolna;
17.59882; 53.13866; Biedronka; PL-Naklo n. Notecia; ul.Gimnazjalna;
22.46300; 53.64488; Biedronka; PL-Grajewo; Os. Poludnie 48;
17.03094; 54.46711; Biedronka; PL-Polska;;
19.66011; 49.87160; Biedronka; PL-Polska;;
18.05580; 53.12984; Biedronka; PL-Bydgoszcz; ul. Kolobrzeska 39;
21.57233; 53.08453; Biedronka; PL-Ostroleka; ul. Boguslawskiego 2;
21.38120; 54.07523; Biedronka; PL-Ketrzyn; Plac Slowianski 3;
20.00945; 50.01761; Biedronka; PL-Krakow-Prokocim Biezanow; ul. Jerzmanowskiego 12;
18.32145; 52.67572; Biedronka; PL-Kruszwica; Niepodleglosci 12 (pon-sob 7-21 ndz 9-18;48 523 536 139
14.67895; 53.39853; Biedronka; PL-Polska;;
18.58910; 54.27794; Biedronka; PL-Straszyn; ul. Starogardzka 5;
18.65543; 54.26592; Biedronka; PL-Polska;;
18.26245; 52.20636; Biedronka; PL-Konin; ul. Wal Tarejwy;
16.85118; 51.60947; Biedronka; PL-Rawicz; ul. Pilsudskiego (czynne: 08:00-17:00);
16.58392; 52.60674; Biedronka; PL-Szamotuly; 3 Maja 1; +48 61 292-5540
16.49738; 50.93993; Biedronka; PL-Zarow; ul. Wewnetrzna;
22.57161; 51.25991; Biedronka; PL-Lublin; ul. Sapiechy 2;
22.41230; 50.70553; Biedronka; PL-Janów Lubelski; Zamoyskiego 26 (pon-sob 7-21 ndz 9-18;48 158 722 199
18.45891; 49.99650; Biedronka; PL-Wodzislaw Slaski; Witosa Wincentego;
17.74360; 54.53299; Biedronka; PL-Lebork; I Armii WP 12 (pon-sob 8-21 ndz 10-18);
21.92269; 53.41361; Biedronka; PL-Kolno; ul. Wojska Polskiego 46;
17.20829; 52.81312; Biedronka; PL-Wagrowiec; ul. Kasprowicza 54;
19.33556; 49.85541; Biedronka; PL-Polska;;
23.24195; 53.12616; Biedronka; PL-Polska;;
17.98297; 50.48433; Biedronka; PL-Krapkowice; ul. Zeromskiego 11;
18.68638; 50.04279; Biedronka; PL-Zory; ul. Wodzislawska 10a;
21.10945; 52.23890; Biedronka; PL-Warszawa-Praga Poludnie; ul. Witolinska 7;
20.02372; 51.52181; Biedronka; PL-Tomaszów Mazowiecki; Strzelecka 16 (pon-pt 7-21 sob 7-20 ndz 8-16;48 447 238 320
17.07931; 52.25393; Biedronka; PL-Kórnik; Wozniaka;
17.02328; 51.14072; Biedronka; PL-Wroclaw; Bezpieczna 19 (pn-sb 8:00-21:00 ndz 10:00-18:00);
19.05865; 49.80336; Biedronka; PL-Bielsko-Biala; Zywiecka 115;
17.01716; 51.87660; Biedronka; PL-Gostyn; Lakowa 3 (pon-sob 7-21 ndz 8-16;48 655 723 892
22.69254; 50.01944; Biedronka; PL-Polska;;
17.13236; 51.15566; Biedronka; PL-Wroclaw-Psie Pole; ul. Wilanowska 25;
19.14774; 50.28346; Biedronka; PL-Polska;;
16.94314; 52.37880; Biedronka; PL-Poznan; Starolecka 1 (pon-sob 7-21 ndz 9-18);
22.44381; 51.64516; Biedronka; PL-Kock; Pilsudskiego 1;
21.11347; 52.31750; Biedronka; PL-Polska;;
19.55460; 50.28022; Biedronka; PL-Olkusz; Slawkowska 13;
22.53359; 51.01347; Biedronka; PL-Bychawa; ul. Partyzantow;
20.87841; 53.01827; Biedronka; PL-Przasnysz; Pilsudskiego 75;48 297 524 045
19.54392; 51.75762; Biedronka; PL-Lodz-Widzew; ul. Gogola 10;
18.94358; 53.28558; Biedronka; PL-Wabrzezno; ul. Grudziadzka;
18.98977; 50.36422; Biedronka; PL-Piekary Slaskie; Curie-Sklodowskiej 65a;
22.65643; 50.01984; Biedronka; PL-Polska;;
18.94750; 50.37323; Biedronka; PL-Piekary Slaskie; Wyszynskiego 26a (pon-sob 7-21 ndz 9-18;48 322 827 938
22.49973; 51.23356; Biedronka; PL-Lublin; ul. Hetmanska 2;
19.90369; 53.06871; Biedronka; PL-Polska;;
16.18509; 54.21022; Biedronka; PL-Polska;;
23.13296; 53.13814; Biedronka; PL-Polska;;
20.19721; 49.91077; Biedronka; PL-Polska;;
20.11898; 52.77951; Biedronka; PL-Raciaz; Blonie 22/24;
19.62843; 52.23625; Biedronka; PL-Zychlin; Marchlewskiego 4 (pon-sob 7-21 ndz 8-16;48 242 854 940
15.83159; 50.79426; Biedronka; PL-Kowary; ul. Matejki;
14.52652; 53.40846; Biedronka; PL-Szczecin; ul. Milczanska 8;
21.78026; 49.68484; Biedronka; PL-Krosno; ul. Bohaterow Westerplatte;
23.28039; 50.71396; Biedronka; PL-Zamosc; ul. Hrubieszowska;
19.37042; 51.65707; Biedronka; PL-Polska;;
21.53208; 53.63783; Biedronka; PL-Ruciane-Nida;;
18.56186; 50.09954; Biedronka; PL-Rybnik; Sybiraków 7 (pn-sb 8:00-21:00: ndz 10:00-18:00);
16.31944; 50.86491; Biedronka; PL-Polska;;
19.37868; 51.36730; Biedronka; PL-Belchatow; ul. 19 Stycznia;
19.25124; 50.21177; Biedronka; PL-Jaworzno; Towarowa 54;
19.34081; 53.49934; Biedronka; PL-Polska;;
18.60792; 54.40050; Biedronka; PL-Gdansk; ul. Jana Pawla II 9;
16.01820; 50.77976; Biedronka; PL-Polska;;
18.18439; 52.36497; Biedronka; PL-Kleczew; 11 Listopada 19A;
16.31481; 51.80944; Biedronka; PL-Wschowa; pl. Grunwaldu 2 (pn-sb 8:00-21:00 ndz 10:00-18:00);
15.49411; 51.92740; Biedronka; PL-Zielona Góra; ul. Ptasia;
19.15629; 50.07978; Biedronka; PL-Bierun; Warszawska 156 (pon-sob 8-21 ndz 10-18);
16.00373; 50.71310; Biedronka; PL-Polska;;
17.26514; 52.22985; Biedronka; PL-Sroda Wielkopolska; ul. gen. Hallera;
16.07877; 51.66403; Biedronka; PL-Glogow; ul. Glowackiego;
16.11971; 52.10614; Biedronka; PL-Wolsztyn; Przemyslowa 10 (pon-sob 7-21 ndz 9-18;48 683 474 160
15.56103; 51.26906; Biedronka; PL-Boleslawiec; ul. Wroblewskiego;
19.04378; 52.63966; Biedronka; PL-Wloclawek; ul. Zbiegniewskiej 19;
16.79381; 52.64943; Biedronka; PL-Oborniki; ul. Obrzycka 58/60;
16.98844; 54.46356; Biedronka; PL-Slupsk; Kulczynskiego 2 (pon-sob 7-21 ndz 9-20;48 598 455 901
20.69882; 49.61706; Biedronka; PL-Nowy Sacz; Pl. Dabrowskiego 1a (pon-sob 7-21 ndz 9-18;48 184 442 800
15.14256; 51.63709; Biedronka; PL-Zary; Podwale 7 (pon-sob 8-21 ndz 10-18);
17.72213; 51.07085; Biedronka; PL-Namyslow; ul. Stawowa 2;
19.58994; 51.79282; Biedronka; PL-Polska;;
19.56538; 53.59609; Biedronka; PL-Polska;;
20.96596; 52.21113; Biedronka; PL-Warszawa; ul. Szczesliwicka;
14.50074; 53.42418; Biedronka; PL-Szczecin; ul. Derdowskiego 4;
23.47397; 51.13306; Biedronka; PL-Chelm; Plac Luczkowskiego 13 (pon-sob 7-21 ndz 9-16;48 825 649 550
18.24813; 52.23337; Biedronka; PL-Konin; Chopina 30 (pn-sb 8:00-21:00 ndz 10:00-18:00);
19.40122; 54.18684; Biedronka; PL-Elblag; Al. Odrodzenia 10 (pon-sob 7-21 ndz 9-18;48 552 330 536
16.34708; 50.96130; Biedronka; PL-Strzegom; Paderewskiego 26 (pn-sb 8:00-21:00 ndz 10:00-18:00);
20.60017; 52.88457; Biedronka; PL-Polska;;
15.42339; 52.01289; Biedronka; PL-Czerwiensk;;
22.78192; 49.78126; Biedronka; PL-Przemysl; Mickiewicza 28;
20.96573; 52.41751; Biedronka; PL-Polska;;
20.50021; 53.77268; Biedronka; PL-Olsztyn; ul. Dworcowa;
20.89738; 50.10468; Biedronka; PL-Niedomice; Niedomicka 2;
16.58050; 52.60623; Biedronka; PL-Szamotuly; Wojska Polskiego;
16.82519; 53.41780; Biedronka; PL-Jastrowie; Wojska Polskiego 31 (pon-sob 7-21 ndz 9-16;48 672 663 734
21.68155; 52.52755; Biedronka; PL-Lochów; Targowa;
20.94712; 49.99684; Biedronka; PL-Polska;;
19.01176; 49.81364; Biedronka; PL-Polska;;
16.87405; 52.40457; Biedronka; PL-Poznan-Grunwald; ul. Marcelinska 77;
16.20058; 51.40091; Biedronka; PL-Polska;;
23.16855; 50.98363; Biedronka; PL-Krasnystaw; PCK 3;
18.59124; 54.41269; Biedronka; PL-Gdansk-Wojnowo; Jagiellonska 2a;
18.97293; 50.10608; Biedronka; PL-Tychy; Al. Bielska 132 (pon-sob 7-21 ndz 9-20);
19.93741; 53.90748; Biedronka; PL-Morag; ul. Wrobleskiego;
16.42050; 51.41109; Biedronka; PL-Polska;;
18.79901; 50.36455; Biedronka; PL-Zabrze; Krakowska 5;
19.95319; 49.30029; Biedronka; PL-Zakopane; Nowotarska 35;
18.93515; 50.25904; Biedronka; PL-Ruda Slaska; Radoszowska 4 (pon-sob 8-21 ndz 10-18);
18.72571; 51.59105; Biedronka; PL-Sieradz; ul. Jana Pawla II 30;
19.65540; 50.46500; Biedronka; PL-Pilica; Krakowska (pon-sob 7-21 ndz 9-16;48 668 402 362
19.97660; 53.69365; Biedronka; PL-Ostroda; ul.Grunwaldzka 41; +48 89 6462231
18.63796; 54.26156; Biedronka; PL-Pruszcz Gdanski; ul. ks. Walaga 1;
16.65142; 50.73161; Biedronka; PL-Dzierzoniów; Pilsudskiego 18 (pon-sob 7-21 ndz 9-18);
22.27602; 52.16973; Biedronka; PL-Siedlce; ul. Swirskiego 52;
20.39867; 51.18978; Biedronka; PL-Konskie; Kielecka (pon.-sob. 7.00-21.00);
14.24254; 53.90515; Biedronka; PL-Swinoujscie; ul. Grunwaldzka 73;
21.68999; 50.57746; Biedronka; PL-Tarnobrzeg; Zwierzyniecka 18;48 158 237 378
23.54665; 51.54558; Biedronka; PL-Wlodawa; Korolowska 2 (pon-sob 7-21 ndz 9-18;48 825 725 352
20.93724; 52.23577; Biedronka; PL-Warszawa-Wola; ul. Jana Olbrachta 46;
16.92205; 52.43839; Biedronka; PL-Poznan-Stare Miasto; Osiedle Zwyciestwa 110;
15.19484; 53.91234; Biedronka; PL-Gryfice; 3-go Maja 11 (pon-sob 8-21 ndz 10-18);
19.18542; 49.67771; Biedronka; PL-Zywiec; Browarna 2 (pon-sob 7-21 ndz 9-18;48 338 612 982
19.22876; 49.88262; Biedronka; PL-Kety; Sienkiewicza 21 (pn-sb 8:00-21:00 ndz 10:00-18:00);
19.09148; 49.56944; Biedronka; PL-Polska;;
15.58639; 52.44350; Biedronka; PL-Polska;;
18.49685; 54.35322; Biedronka; PL-Polska;;
19.00605; 50.30425; Biedronka; PL-Siemianowice Slaskie; Niepodleglosci 27 (pon-sob 8-21 ndz 10-18);
19.95196; 49.83402; Biedronka; PL-Polska;;
17.61744; 50.74907; Biedronka; PL-Lewin Brzeski; Swierczewskiego 2 (pon-sob 7-21 ndz 9-16;48 774 042 172
15.25038; 52.75110; Biedronka; PL-Gorzów Wielkopolski; Bohaterów Lenino 15 (pon-sob 7-21 ndz 9-18;48 957 323 039
20.72590; 49.58930; Biedronka; PL-Nowy Sacz; Pilsudskiego 106 (pon-sob 8-21 ndz 10-18);
18.78521; 54.09011; Biedronka; PL-Tczew; Wojska Polskiego 22;
20.12397; 54.23858; Biedronka; PL-Polska;;
15.57468; 51.26317; Biedronka; PL-Boleslawiec; ul. Boleslawa Chrobrego;
18.61928; 54.34080; Biedronka; PL-Gdansk; ul. Chalubinskiego 27;
15.98891; 54.00532; Biedronka; PL-Bialogard; Staromiejska 29 (pon-sob 7-21 ndz 9-18;48 943 126 430
18.00752; 53.13530; Biedronka; PL-Bydgoszcz; ul. Pomorska 86b;
18.44019; 51.65156; Biedronka; PL-Blaszki; Sieradzka 52;
17.34707; 53.66343; Biedronka; PL-Czluchów; Traugutta Romualda 11a (pon-sob 7-21 ndz 9-20;48 598 345 475
19.02608; 50.26208; Biedronka; PL-Katowice; ul. Uniwersytecka 12;
18.67142; 53.02848; Biedronka; PL-Torun; Dziewulskiego 10;
23.10674; 52.04896; Biedronka; PL-Biala Podlaska; Anny Jagielonki (pon-sob 7-21 ndz 9-20);
17.38664; 50.31608; Biedronka; PL-Glucholazy; Wyszynskiego 1 (pon-sob 8-21 ndz 10-18);
17.86991; 50.35182; Biedronka; PL-Glogówek; Dworcowa 10 (pon-sob 7-21 ndz 9-15;48 774 069 775
19.29341; 50.24600; Biedronka; PL-Jaworzno; Jagiellonska 33;
16.46920; 53.03466; Biedronka; PL-Trzcianka; ul. Sikorskiego Wladyslawa 57;
22.49548; 50.06014; Biedronka; PL-Przeworsk; Krasickiego 4 (pon-sob 7-21 ndz 9-18;48 166 499 875
18.87186; 50.13438; Biedronka; PL-Polska;;
22.61048; 51.78236; Biedronka; PL-Radzyn Podlaski; Warszawska;
19.94383; 50.06638; Biedronka; PL-Polska;;
21.16132; 52.30317; Biedronka; PL-Zielonka; ul. Wyszynskiego 7m;
17.08043; 52.41720; Biedronka; PL-Swarzedz; Os. Czwartaków 13 (pon-sob 7-21 ndz 9-18;48 618 173 841
15.52897; 52.87929; Biedronka; PL-Strzelce Krajenskie; Okrezna;
20.01622; 51.52268; Biedronka; PL-Tomaszów Mazowiecki; Oskara Lange 1 (pon-sob 7-21 ndz 8-17;48 447 238 611
19.10770; 50.28338; Biedronka; PL-Sosnowiec; Moniuszki 26;
17.73376; 52.84757; Biedronka; PL-Znin; ul. 700-lecia;
19.03425; 53.91823; Biedronka; PL-Sztum; ul. Mickiewicza;
23.14201; 53.12953; Biedronka; PL-Bialystok; ul. Wyszynskiego 21;
18.25270; 52.80117; Biedronka; PL-Inowroclaw; ul. Dworcowa 35;
15.42722; 53.16828; Biedronka; PL-Choszczno; Grunwaldzka 32 (pon-sob 7-21 ndz 9-17;48 957 657 974
22.38695; 51.93285; Biedronka; PL-Lukow; ul. Miedzyrzecka 72;
19.95032; 50.01296; Biedronka; PL-Kraków; Halszki 3a (pn-sb 8:00-21:00 ndz 10:00-18:00);
19.94072; 50.03451; Biedronka; PL-Polska;;
20.43754; 52.06720; Biedronka; PL-Polska;;
23.45528; 51.14445; Biedronka; PL-Chelm; Rejowiecka 120 (pn-sb 8:00-21:00 ndz 10:00-18:00);
20.50324; 53.74195; Biedronka; PL-Olsztyn; ul. Wilczynskiego 4;
21.46549; 49.73765; Biedronka; PL-Jaslo; ul. Baczynskiego 7;
21.11795; 52.27886; Biedronka; PL-Polska;;
19.67311; 52.86191; Biedronka; PL-Sierpc; ul. Kosciuszki;
16.76118; 51.03041; Biedronka; PL-Katy Wroclawskie; Nowowiejska 2 (pon-sob 8-21 ndz 10-18);
18.17026; 53.14799; Biedronka; PL-Polska;;
18.73168; 51.59453; Biedronka; PL-Sieradz; Kosciuszki 23;
22.41728; 50.26477; Biedronka; PL-Lezajsk; ul. Adama Mickiewicza 80;
20.83925; 52.18994; Biedronka; PL-Piastów; Wysockiego Piotra 3A;
20.71918; 50.46452; Biedronka; PL-Busko-Zdrój; Mickiewicza Adama 14A (pon-sob 7-21 ndz 9-18;48 413 781 954
17.15332; 51.02547; Biedronka; PL-Polska;;
16.58942; 51.16403; Biedronka; PL-Sroda Slaska; ul. Wilcza;
23.13728; 52.02822; Biedronka; PL-Biala Podlaska; Orzechowa 2a (pon-sob 8-21 ndz 10-18);
15.01057; 51.75140; Biedronka; PL-Jasien; ul.Graniczna;
16.08824; 53.34247; Biedronka; PL-Miroslawiec; ul. Wolnosci 23;
19.40870; 54.16653; Biedronka; PL-Elblag; ul. Nowowiejska;
15.58329; 51.26258; Biedronka; PL-Polska;;
15.29487; 51.11740; Biedronka; PL-Luban; Robotnicza 11c (pon-sob 8-21 ndz 10-18);
16.29503; 50.74782; Biedronka; PL-Walbrzych-Podgorze; ul. Swidnicka 2;
16.18958; 51.20577; Biedronka; PL-Legnica; ul. Gornicza;
17.37568; 51.20987; Biedronka; PL-Olesnica; ul. Walowa;
21.73511; 50.69729; Biedronka; PL-Sandomierz; Kwiatkowskiego 63a (pon-sob 7-21 ndz 9-16;48 158 327 769
15.27401; 52.76370; Biedronka; PL-Gorzów Wielkopolski; Poplawskiego;
16.94663; 52.45326; Biedronka; PL-Poznan; ul. Naramowicka/Bolka;
16.15150; 51.20773; Biedronka; PL-Legnica; Jagiellonska 19 (pon-sob 7-21 ndz 9-18;48 768 628 907
19.44078; 51.76371; Biedronka; PL-Polska;;
19.75792; 50.37934; Biedronka; PL-Wolbrom; Szosa Olkuska 1 (pn-sb 8:00-21:00 ndz 10:00-18:00);
15.24565; 52.72292; Biedronka; PL-Gorzów Wielkopolski; Przemyslowa 22;
19.03849; 52.67043; Biedronka; PL-Wloclawek; ul. Torunska 85/87;
15.01825; 51.15741; Biedronka; PL-Zgorzelec; ul. Lubanska;
17.72857; 53.00576; Biedronka; PL-Szubin; ul. Kcynska;
20.81429; 54.25058; Biedronka; PL-Bartoszyce; ul. Ketrzynska;
18.98399; 49.97204; Biedronka; PL-Polska;;
16.92316; 52.99585; Biedronka; PL-Chodziez; Zwyciestwa 18;
22.25390; 50.44528; Biedronka; PL-Rudnik nad Sanem; Sanowa;
15.33167; 51.61376; Biedronka; PL-Zagan; ul. Pilsudskiego wjazd od ul. Kopernika;
21.93588; 51.62705; Biedronka; PL-Ryki; Stary Rynek 1/5 (pon-sob 7-21 ndz 9-16;48 818 653 705
16.29949; 50.77672; Biedronka; PL-Polska;;
22.69217; 51.21758; Biedronka; PL-Swidnik; Al. Lotnikow Polskich;
16.91170; 52.42635; Biedronka; PL-Poznan-Jezyce; ul. Sokola 26;
18.46962; 50.05285; Biedronka; PL-Radlin; Hallera 15a (pn-sb 8:00-21:00 ndz 10:00-18:00);
17.00629; 52.07943; Biedronka; PL-Srem; ul. Kilinskiego 30;
23.13252; 53.14474; Biedronka; PL-Polska;;
17.55718; 53.69393; Biedronka; PL-Chojnice; Plac Piastowski (pon-sob 7-21 ndz 9-20);
21.12488; 51.38486; Biedronka; PL-Radom; Limanowskiego 93a/ Sosnowa (pn-sb 8:00-21:00 ndz 10:00-18:00);
19.12652; 50.83916; Biedronka; PL-Czestochowa; Al. Wyzwolenia 7 (pon-sob 8-21 ndz 10-18);
17.62543; 52.54119; Biedronka; PL-Polska;;
20.44703; 52.04658; Biedronka; PL-Polska;;
18.62298; 50.34216; Biedronka; PL-Gliwice; Strzelców Bytomskich 8 (pon-sob 8-21 ndz 10-18);
23.14105; 53.11654; Biedronka; PL-Bialystok; Pogodna 35;
19.47786; 51.73757; Biedronka; PL-Polska;;
